1617305400,399.5901,2
1617305400,399.595,7
1617305400,399.595,50
1617305400,399.595,100
1617305400,399.595,300
1617305400,399.598,100
1617305400,399.5919,1
1617305400,399.595,60
1617305400,399.595,100
1617305401,399.59,28
1617305401,399.6,100
1617305401,399.6,100
1617305401,399.6,100
1617305401,399.6,100
1617305401,399.6,3
1617305401,399.6,197
1617305401,399.6,3
1617305401,399.6,100
1617305401,399.6,200
1617305401,399.6,17
1617305401,399.6,32
1617305401,399.6,31
1617305401,399.6,13
1617305401,399.6,13
1617305401,399.6,100
1617305401,399.6,59
1617305401,399.6,100
1617305401,399.6,10
1617305401,399.6001,2
1617305401,399.605,9
1617305401,399.6019,1
1617305402,399.61,100
1617305402,399.61,100
1617305402,399.61,100
1617305402,399.61,24
1617305402,399.605,5
1617305403,399.605,100
1617305403,399.6,1000
1617305403,399.605,25
1617305403,399.61,20
1617305403,399.61,36
1617305403,399.61,44
1617305403,399.605,9
1617305403,399.61,40
1617305404,399.61,25
1617305404,399.6,300
1617305404,399.6,300
1617305404,399.6,100
1617305404,399.6,300
1617305405,399.605,1
1617305405,399.605,1
1617305405,399.6099,200
1617305405,399.605,5
1617305405,399.6,100
1617305405,399.6,100
1617305405,399.6,200
1617305405,399.6,500
1617305405,399.6,120
1617305405,399.6,100
1617305405,399.6,1124
1617305405,399.6,200
1617305405,399.6,816
1617305405,399.6,100
1617305405,399.6,511
1617305405,399.6,280
1617305405,399.605,5
1617305405,399.6,100
1617305405,399.6,100
1617305405,399.6,45
1617305405,399.6,23
1617305405,399.6,327
1617305405,399.6,571
1617305405,399.6,300
1617305405,399.6,100
1617305405,399.6,2564
1617305405,399.6,461
1617305405,399.6,100
1617305405,399.6,150
1617305405,399.6,687
1617305405,399.6,1769
1617305405,399.6,300
1617305405,399.59,100
1617305405,399.59,100
1617305405,399.59,300
1617305405,399.59,100
1617305405,399.59,100
1617305405,399.6,100
1617305405,399.6,100
1617305405,399.6,600
1617305405,399.6,600
1617305405,399.6,600
1617305405,399.59,100
1617305405,399.6,100
1617305405,399.6,300
1617305405,399.6,1055
1617305405,399.6,200
1617305405,399.6,566
1617305405,399.59,100
1617305405,399.59,100
1617305405,399.59,172
1617305405,399.59,400
1617305405,399.59,100
1617305405,399.59,100
1617305405,399.59,100
1617305405,399.59,100
1617305405,399.6,200
1617305405,399.6,40
1617305405,399.6,100
1617305405,399.6,100
1617305405,399.6,100
1617305405,399.6,300
1617305405,399.59,100
1617305405,399.59,26
1617305405,399.58,100
1617305406,399.58,100
1617305406,399.58,14
1617305406,399.585,14
1617305406,399.58,100
1617305406,399.58,34
1617305406,399.585,100
1617305406,399.59,166
1617305406,399.585,5
1617305407,399.5801,100
1617305407,399.585,1
1617305407,399.59,100
1617305407,399.59,100
1617305407,399.59,100
1617305407,399.6,100
1617305407,399.59,100
1617305407,399.59,131
1617305407,399.6,30
1617305407,399.6,100
1617305407,399.6,100
1617305407,399.6,100
1617305407,399.6,100
1617305407,399.6,409
1617305407,399.6,200
1617305407,399.6,13
1617305407,399.6,200
1617305407,399.6,100
1617305407,399.6,100
1617305407,399.6,100
1617305407,399.6,100
1617305407,399.605,100
1617305407,399.61,100
1617305407,399.61,13
1617305407,399.61,100
1617305407,399.61,10
1617305407,399.61,40
1617305407,399.61,160
1617305407,399.61,150
1617305407,399.61,50
1617305407,399.615,60
1617305407,399.6181,10
1617305407,399.615,8
1617305408,399.6101,25
1617305408,399.6125,121
1617305408,399.61,100
1617305408,399.61,100
1617305408,399.615,100
1617305408,399.605,3
1617305408,399.61,100
1617305409,399.6,100
1617305409,399.6099,100
1617305409,399.605,2
1617305409,399.6,300
1617305409,399.6,300
1617305409,399.6,150
1617305409,399.6,5
1617305409,399.595,100
1617305409,399.6,300
1617305409,399.6,200
1617305409,399.6,27
1617305409,399.595,81
1617305409,399.597,119
1617305410,399.6,100
1617305410,399.6,1
1617305410,399.6092,7
1617305410,399.6,300
1617305411,399.59,161
1617305411,399.59,100
1617305411,399.59,24
1617305411,399.59,100
1617305411,399.59,100
1617305411,399.59,100
1617305411,399.6,100
1617305411,399.6,100
1617305411,399.6,100
1617305411,399.6,400
1617305411,399.6,100
1617305411,399.6,100
1617305411,399.6,100
1617305411,399.6,100
1617305411,399.6,27
1617305411,399.6,100
1617305411,399.6,73
1617305411,399.6,100
1617305411,399.61,100
1617305411,399.61,100
1617305411,399.61,100
1617305411,399.61,100
1617305411,399.61,100
1617305411,399.61,100
1617305411,399.61,100
1617305411,399.61,100
1617305411,399.61,200
1617305411,399.61,100
1617305411,399.61,100
1617305411,399.61,200
1617305411,399.61,1
1617305411,399.6,190
1617305411,399.605,62
1617305411,399.605,1
1617305411,399.59,200
1617305411,399.59,100
1617305411,399.59,200
1617305411,399.59,100
1617305411,399.59,100
1617305411,399.59,200
1617305411,399.59,100
1617305411,399.59,200
1617305411,399.59,200
1617305411,399.59,200
1617305411,399.59,200
1617305411,399.59,100
1617305411,399.595,14
1617305411,399.59,100
1617305411,399.59,100
1617305411,399.59,100
1617305411,399.59,164
1617305411,399.59,22
1617305411,399.59,200
1617305411,399.59,34
1617305412,399.5801,5
1617305412,399.59,33
1617305413,399.59,67
1617305413,399.59,600
1617305413,399.59,100
1617305414,399.59,10
1617305414,399.6,1
1617305414,399.595,100
1617305414,399.6,100
1617305414,399.6,300
1617305414,399.6,100
1617305414,399.6,100
1617305414,399.6,179
1617305414,399.6,100
1617305414,399.6,121
1617305414,399.6,100
1617305414,399.6,99
1617305414,399.6,100
1617305414,399.6,200
1617305414,399.6,101
1617305414,399.6,99
1617305414,399.6,1
1617305414,399.6,100
1617305414,399.6,100
1617305414,399.6,100
1617305414,399.6,100
1617305414,399.6,200
1617305414,399.6,15
1617305414,399.6,15
1617305414,399.6,100
1617305414,399.6,11
1617305414,399.6,3
1617305414,399.6,2
1617305414,399.6,177
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.6,169
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.6,100
1617305415,399.595,12
1617305415,399.6,2
1617305416,399.5981,50
1617305416,399.595,5
1617305416,399.595,88
1617305416,399.59,2
1617305416,399.59,88
1617305416,399.59,200
1617305416,399.59,100
1617305416,399.59,100
1617305416,399.59,100
1617305416,399.59,100
1617305416,399.59,100
1617305416,399.59,100
1617305416,399.59,100
1617305416,399.59,5
1617305416,399.59,100
1617305416,399.585,2
1617305417,399.59,100
1617305417,399.59,900
1617305417,399.59,100
1617305417,399.59,100
1617305417,399.59,100
1617305417,399.59,33
1617305417,399.59,67
1617305417,399.59,100
1617305417,399.59,100
1617305417,399.59,100
1617305417,399.59,8
1617305417,399.59,5
1617305417,399.59,100
1617305417,399.595,100
1617305417,399.59,100
1617305417,399.5901,1
1617305417,399.59,100
1617305417,399.5919,100
1617305417,399.6,100
1617305417,399.6,94
1617305417,399.6,100
1617305417,399.6,100
1617305417,399.6,100
1617305417,399.6,200
1617305417,399.6,100
1617305417,399.6,9
1617305417,399.6,200
1617305417,399.6,100
1617305417,399.6,9
1617305417,399.6,91
1617305417,399.5919,100
1617305417,399.6,100
1617305417,399.6,20
1617305418,399.6,100
1617305418,399.6,80
1617305418,399.6,100
1617305418,399.595,1000
1617305418,399.5991,400
1617305419,399.59,100
1617305419,399.593,100
1617305419,399.595,5
1617305420,399.59,100
1617305420,399.59,100
1617305420,399.59,100
1617305420,399.59,100
1617305420,399.59,100
1617305420,399.58,100
1617305420,399.58,200
1617305420,399.58,100
1617305420,399.58,200
1617305420,399.58,200
1617305420,399.58,200
1617305420,399.58,200
1617305420,399.58,100
1617305420,399.58,200
1617305420,399.57,100
1617305420,399.58,100
1617305420,399.58,100
1617305420,399.58,200
1617305420,399.57,42
1617305420,399.58,100
1617305420,399.58,100
1617305420,399.565,100
1617305420,399.57,100
1617305420,399.57,500
1617305420,399.57,500
1617305420,399.57,700
1617305420,399.57,200
1617305420,399.57,100
1617305420,399.57,100
1617305420,399.57,100
1617305420,399.57,200
1617305420,399.57,500
1617305420,399.57,500
1617305420,399.57,100
1617305420,399.57,200
1617305420,399.57,500
1617305420,399.57,500
1617305420,399.57,100
1617305420,399.57,100
1617305420,399.57,100
1617305420,399.565,100
1617305420,399.57,400
1617305420,399.57,1000
1617305420,399.57,100
1617305420,399.57,100
1617305420,399.57,100
1617305420,399.58,200
1617305420,399.58,100
1617305420,399.58,200
1617305420,399.58,100
1617305420,399.5719,100
1617305420,399.575,1
1617305420,399.575,1
1617305420,399.58,100
1617305420,399.581,100
1617305420,399.585,20
1617305420,399.585,1
1617305420,399.5833,4
1617305421,399.585,300
1617305421,399.585,100
